Gene stable ID	Gene name	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENSMUSG00000119190	AC124172.1	96544824	96544930	1
ENSMUSG00000022061	Nkx3-1	69428087	69432111	14
ENSMUSG00000114879	4930467J12Rik	114723049	114743620	13
ENSMUSG00000047759	Hs3st3a1	64326158	64413667	11
ENSMUSG00000051758	4930544M13Rik	114743773	114834358	13
ENSMUSG00000044485	Klk1b11	43645301	43649299	7
ENSMUSG00000081756	Gm12291	64650543	64650853	11
ENSMUSG00000086490	Gm12292	64731426	64734579	11
ENSMUSG00000102999	Gm37762	69447018	69450578	14
ENSMUSG00000020549	Elac2	64869864	64892895	11
ENSMUSG00000034248	Slc25a37	69479297	69522561	14
ENSMUSG00000015536	Mocs2	114954772	114968811	13
ENSMUSG00000022962	Gart	91418074	91443840	16
ENSMUSG00000114299	Gm47791	82748545	82748964	1
ENSMUSG00000099771	Gm19257	82754749	82754931	1
ENSMUSG00000102280	Gm36999	82784144	82785189	1
ENSMUSG00000100170	Gm28942	82797556	82798098	1
ENSMUSG00000108794	Gm45195	43650223	43652287	7
ENSMUSG00000108539	Klk1b12-ps	43654065	43658316	7
ENSMUSG00000053719	Klk1b26	43661592	43666392	7
ENSMUSG00000100744	Gm17764	82800192	82800582	1
ENSMUSG00000032297	Celf6	59485200	59514575	9
ENSMUSG00000026159	Agfg1	82817204	82878903	1
ENSMUSG00000015943	Bola1	96103904	96127025	3
ENSMUSG00000073779	Lrp8os2	107663230	107680219	4
ENSMUSG00000109669	Gm45472	93580281	93582962	8
ENSMUSG00000098248	Gm27222	69496595	69499486	14
ENSMUSG00000033192	Lpcat2	93581967	93645907	8
ENSMUSG00000028612	Lrp8os1	107685093	107688041	4
ENSMUSG00000103065	Gm20236	69515050	69519589	14
ENSMUSG00000104405	Gm31748	69521799	69523295	14
ENSMUSG00000108759	Klk1b18-ps	43670271	43671000	7
ENSMUSG00000098255	Gm27223	69522055	69542804	14
ENSMUSG00000086556	Gm15444	96116943	96127484	3
ENSMUSG00000108339	Klk1b28-ps	43678278	43678494	7
ENSMUSG00000108328	Gm45196	43690695	43692954	7
ENSMUSG00000105694	Gm43237	62769758	62770801	5
ENSMUSG00000063689	H2ac21	96127181	96127624	3
ENSMUSG00000047977	Synb	69526793	69531748	14
ENSMUSG00000028609	Magoh	107736952	107744621	4
ENSMUSG00000108440	Klk1b19-ps	43694583	43697907	7
ENSMUSG00000105707	Gm43753	62814142	62817450	5
ENSMUSG00000090326	Dthd1	62969017	63045651	5
ENSMUSG00000063177	Klk1b27	43701714	43706136	7
ENSMUSG00000068855	H2ac20	96127677	96128196	3
ENSMUSG00000047417	Rexo1	80376756	80397394	10
ENSMUSG00000092278	Gm8752	35664832	35667902	17
ENSMUSG00000068854	H2bc21	96128435	96131054	3
ENSMUSG00000097511	Gm16677	69565448	69574614	14
ENSMUSG00000104868	Gm9954	63803513	63808237	5
ENSMUSG00000081058	H3c15	96145424	96146443	3
ENSMUSG00000067235	H2-Q10	35780986	35785460	17
ENSMUSG00000090061	Nwd2	63806445	63967889	5
ENSMUSG00000093577	Gm20632	96146709	96149135	3
ENSMUSG00000108538	Gm45197	43719279	43719429	7
ENSMUSG00000095463	Entpd4	69574623	69604719	14
ENSMUSG00000108400	Klk1b14-ps	43721284	43725426	7
ENSMUSG00000063954	H2ac19	96147065	96147592	3
ENSMUSG00000108498	Gm45026	43726174	43728474	7
ENSMUSG00000108406	Klk1b15-ps	43745589	43747971	7
ENSMUSG00000093553	Gm20633	96150866	96153696	3
ENSMUSG00000112977	Gm34081	109459455	109482666	12
ENSMUSG00000107570	Gm44207	89322122	89323545	6
ENSMUSG00000064220	H2ac18	96152813	96153398	3
ENSMUSG00000113704	Gm27528	109496817	109498828	12
ENSMUSG00000030086	Chchd6	89360128	89572634	6
ENSMUSG00000108517	Gm45125	43748784	43748934	7
ENSMUSG00000021268	Meg3	109506884	109538160	12
ENSMUSG00000066516	Klk1b21	43751752	43756007	7
ENSMUSG00000070392	Gm20634	96152870	96155825	3
ENSMUSG00000026878	Rab14	35070217	35091132	2
ENSMUSG00000064630	Gm25143	103795410	103795512	10
ENSMUSG00000093769	H3c14	96154001	96155825	3
ENSMUSG00000024406	Pou5f1	35816915	35821669	17
ENSMUSG00000118369	Gm30541	53309029	53314174	19
ENSMUSG00000093507	Gm20627	96161935	96163593	3
ENSMUSG00000108301	Gm45127	43756519	43759103	7
ENSMUSG00000060177	Klk1b22	43762097	43766346	7
ENSMUSG00000067085	Gm10197	53359997	53360197	19
ENSMUSG00000025024	Smndc1	53367821	53379009	19
ENSMUSG00000091405	H4c14	96168998	96170627	3
ENSMUSG00000090138	Gm3687	63851397	63851856	5
ENSMUSG00000028608	Czib	107747010	107756581	4
ENSMUSG00000060512	0610040J01Rik	63969706	64056968	5
ENSMUSG00000103940	Gm38227	96171101	96172702	3
ENSMUSG00000093656	Gm20628	96174391	96177605	3
ENSMUSG00000074403	H3c13	96175970	96176457	3
ENSMUSG00000098270	Gm27221	69586346	69589708	14
ENSMUSG00000108796	Gm45126	43766916	43769225	7
ENSMUSG00000108403	Gm45122	43772682	43784967	7
ENSMUSG00000108797	Klk1b23-ps	43782071	43782890	7
ENSMUSG00000093954	Gm16867	69600953	69740811	14
ENSMUSG00000038968	Klk1b16	43786191	43791034	7
ENSMUSG00000050936	Gm42743	96177037	96186317	3
ENSMUSG00000105827	H2bc18	96177068	96177448	3
ENSMUSG00000015947	Fcgr1	96190225	96201285	3
ENSMUSG00000047881	Rell1	64066240	64126240	5
ENSMUSG00000094526	Gm21451	69628303	69717736	14
ENSMUSG00000107680	Gm43903	89503821	89504437	6
ENSMUSG00000117768	8030456M14Rik	53379220	53380226	19
ENSMUSG00000093516	Gm19553	35819974	35821448	17
ENSMUSG00000000811	Txnrd3	89620970	89652511	6
ENSMUSG00000097636	Mirt1	53431661	53453227	19
ENSMUSG00000108774	Gm45136	43806268	43807210	7
ENSMUSG00000050410	Tcf19	35823631	35827721	17
ENSMUSG00000063713	Klk1b24	43837660	43841879	7
ENSMUSG00000078144	Capns2	93628035	93629039	8
ENSMUSG00000084440	Gm26254	31998586	31998741	4
ENSMUSG00000055368	Slc6a2	93686707	93728295	8
ENSMUSG00000084768	Gm13605	35114545	35116697	2
ENSMUSG00000108727	Gm44779	43842618	43845052	7
ENSMUSG00000097779	4833407H14Rik	53449053	53451154	19
ENSMUSG00000066515	Klk1b3	43847615	43851776	7
ENSMUSG00000119146	AC173345.1	66376254	66376323	13
ENSMUSG00000118378	Gm50393	53471925	53474916	19
ENSMUSG00000082342	Gm5395	150438184	150439098	X
ENSMUSG00000081331	Gm15151	150541013	150541189	X
ENSMUSG00000118210	Gm50394	53517040	53518086	19
ENSMUSG00000102660	Gm38378	69632953	69635220	14
ENSMUSG00000026879	Gsn	35146392	35197904	2
ENSMUSG00000034765	Dusp5	53517540	53530862	19
ENSMUSG00000103720	Gm37094	69733300	69737839	14
ENSMUSG00000025237	Parp6	59524567	59557568	9
ENSMUSG00000083379	Gm4919	150544939	150545654	X
ENSMUSG00000089346	Gm22663	51787024	51787124	12
ENSMUSG00000065647	Gm25896	87215797	87215932	16
ENSMUSG00000102611	Gm37847	69740049	69741545	14
ENSMUSG00000083719	Gm15161	150566518	150566904	X
ENSMUSG00000084535	Mir1906-1	109510424	109510503	12
ENSMUSG00000076451	Mir770	109530126	109530219	12
ENSMUSG00000099315	Gm27175	69740305	69761054	14
ENSMUSG00000076316	Mir673	109538424	109538514	12
ENSMUSG00000077025	Mir493	109546667	109546749	12
ENSMUSG00000065526	Mir337	109552223	109552319	12
ENSMUSG00000025261	Huwe1	150583803	150718413	X
ENSMUSG00000105210	Mir3544	109552247	109552307	12
ENSMUSG00000072900	Mir540	109552514	109552580	12
ENSMUSG00000076313	Mir665	109552748	109552841	12
ENSMUSG00000119229	mmu-mir-3070-1	109554377	109554465	12
ENSMUSG00000098773	Gm27179	69746081	69749998	14
ENSMUSG00000119223	mmu-mir-3070-2	109555026	109555114	12
ENSMUSG00000015533	Itga2	114969617	115068636	13
ENSMUSG00000085925	Rtl1	109555627	109566764	12
ENSMUSG00000118589	Gm52987	35824496	35824562	17
ENSMUSG00000040312	Cchcr1	35827997	35841912	17
ENSMUSG00000070080	Mir431	109556881	109556971	12
ENSMUSG00000070072	Mir433	109558149	109558272	12
ENSMUSG00000070076	Mir127	109559280	109559349	12
ENSMUSG00000098784	Gm27174	69783698	69792781	14
ENSMUSG00000070133	Mir434	109560940	109561033	12
ENSMUSG00000087855	Mir432	109561390	109561464	12
ENSMUSG00000071497	Nutf2-ps1	53576599	53577499	19
ENSMUSG00000070129	Mir3071	109561752	109561831	12
ENSMUSG00000104858	Mir136	109561761	109561822	12
ENSMUSG00000108459	Gm44605	43852127	43853717	7
ENSMUSG00000022066	Entpd4b	69792873	69822969	14
ENSMUSG00000035397	Klf16	80402958	80413155	10
ENSMUSG00000097451	Rian	109570242	109628150	12
ENSMUSG00000118159	Gm50402	53586973	53587842	19
ENSMUSG00000024974	Smc3	53588829	53634264	19
ENSMUSG00000066513	Klk1b4	43856859	43861178	7
ENSMUSG00000108679	Gm45134	43861493	43864142	7
ENSMUSG00000087552	Gm15819	64081244	64082313	5
ENSMUSG00000003346	Abhd17a	80419488	80426175	10
ENSMUSG00000066512	Klk1b5	43865369	43870127	7
ENSMUSG00000106076	Gm43840	64147731	64148214	5
ENSMUSG00000119812	mmu-mir-1970c	74874025	74874084	9
ENSMUSG00000106219	5830416I19Rik	64202321	64207571	5
ENSMUSG00000033389	Arhgap44	64892865	65053787	11
ENSMUSG00000029171	Pgm2	64250293	64285694	5
ENSMUSG00000062073	Gm10109	43870441	43876845	7
ENSMUSG00000063903	Klk1	43874784	43879042	7
ENSMUSG00000100201	Gm29093	80423799	80425624	10
ENSMUSG00000113949	Scamp4	80438706	80451617	10
ENSMUSG00000100128	Vmn1r-ps25	89675701	89676499	6
ENSMUSG00000096051	Vmn1r40	89684522	89693639	6
ENSMUSG00000088835	Gm23547	124692195	124692465	6
ENSMUSG00000097851	Platr30	96252603	96265796	3
ENSMUSG00000094586	Vmn1r41	89717748	89724627	6
ENSMUSG00000097807	Gm26553	96255943	96264410	3
ENSMUSG00000113880	A030005L19Rik	82891046	82891851	1
ENSMUSG00000113973	A030014E15Rik	82902638	82903433	1
ENSMUSG00000080463	Gm22489	160863420	160863481	1
ENSMUSG00000113846	Gm6217	82908292	82909120	1
ENSMUSG00000089107	Gm23117	44026278	44026385	13
ENSMUSG00000097539	4930477E14Rik	96308466	96309330	3
ENSMUSG00000113084	A030003K21Rik	82920280	82921109	1
ENSMUSG00000097299	Gm26654	96309697	96310264	3
ENSMUSG00000113925	Gm7544	82932907	82933734	1
ENSMUSG00000114011	Gm47955	82938007	82938645	1
ENSMUSG00000097041	Pafah1b1-ps1	96314833	96316375	3
ENSMUSG00000113097	Gm47959	82978269	82979201	1
ENSMUSG00000095836	Gm21960	96320226	96320677	3
ENSMUSG00000092311	Vmn1r-ps26	89766431	89767270	6
ENSMUSG00000101784	Gm7553	82981203	82982628	1
ENSMUSG00000118406	Terc	96321753	96322149	3
ENSMUSG00000038496	Slc19a3	82990244	83016169	1
ENSMUSG00000092237	Vmn1r-ps27	89779809	89783084	6
ENSMUSG00000118676	AC168073.2	59185004	59185082	7
ENSMUSG00000077625	Snord4a	78072512	78072582	11
ENSMUSG00000038782	1700028J19Rik	43879235	43896119	7
ENSMUSG00000046317	BC107364	96341104	96359622	3
ENSMUSG00000068232	Vmn1r42	89819555	89853395	6
ENSMUSG00000068231	Vmn1r43	89835916	89853395	6
ENSMUSG00000109651	Gm45463	93738247	93768144	8
ENSMUSG00000024409	Psors1c2	35844098	35845544	17
ENSMUSG00000099027	Gm27176	69804596	69807958	14
ENSMUSG00000071047	Ces1a	93746842	93774820	8
ENSMUSG00000068234	Vmn1r44	89860642	89871870	6
ENSMUSG00000088896	Gm22522	157156078	157156228	X
ENSMUSG00000098975	Gm27177	69819613	69920735	14
ENSMUSG00000089235	Gm23119	74911632	74911771	18
ENSMUSG00000065211	Gm26265	96483578	96483712	8
ENSMUSG00000104642	Gm9207	96362151	96363265	3
ENSMUSG00000106429	Gm10685	96365525	96377972	3
ENSMUSG00000039518	Cdsn	35863025	35868077	17
ENSMUSG00000108622	Gm36864	43885601	43892615	7
ENSMUSG00000029174	Tbc1d1	64313648	64508829	5
ENSMUSG00000087719	Gm26464	42696459	42696763	10
ENSMUSG00000106641	Gm43534	96371388	96374240	3
ENSMUSG00000118712	AC123531.1	30601660	30601722	15
ENSMUSG00000089279	Gm24554	30004208	30004280	15
ENSMUSG00000100432	Gm7539	82993114	82993743	1
ENSMUSG00000034205	Loxl2	69846517	69933283	14
ENSMUSG00000038403	Hjv	96432488	96436526	3
ENSMUSG00000100190	Krtap28-10	83019245	83020201	1
ENSMUSG00000092409	Gm9613	35872820	35873015	17
ENSMUSG00000113267	Gm47969	83022653	83023667	1
ENSMUSG00000028607	Cpt2	107761178	107780807	4
ENSMUSG00000104423	A030005K14Rik	83036007	83037099	1
ENSMUSG00000039269	2300002M23Rik	35878347	35879849	17
ENSMUSG00000045411	2410002F23Rik	43896146	43901743	7
ENSMUSG00000101315	Krtap28-13	83038651	83039642	1
ENSMUSG00000099691	Gm29518	83044823	83045194	1
ENSMUSG00000092228	Vmn1r-ps28	89884659	89885600	6
ENSMUSG00000026166	Ccl20	83094487	83096888	1
ENSMUSG00000044248	Vmn1r45	89908631	89917580	6
ENSMUSG00000074398	Gm15441	96463081	96474117	3
ENSMUSG00000114703	Gm47776	115071178	115071604	13
ENSMUSG00000042284	Itga1	115089632	115238500	13
ENSMUSG00000113640	Adat3	80438714	80443488	10
ENSMUSG00000090509	Sfta2	35912441	35961463	17
ENSMUSG00000038393	Txnip	96465273	96469199	3
ENSMUSG00000061653	Vmn1r46	89946295	89963703	6
ENSMUSG00000078964	Ces1b	93783356	93806645	8
ENSMUSG00000043639	Rbm20	53665737	53855511	19
ENSMUSG00000090588	Muc21	35928815	35937529	17
ENSMUSG00000035370	Gm49322	80441855	80451618	10
ENSMUSG00000092303	Vmn1r-ps29	89974594	89981571	6
ENSMUSG00000060724	Vmn1r47	89993129	90004459	6
ENSMUSG00000073408	Mucl3	35946644	35954587	17
ENSMUSG00000057592	Vmn1r48	90012915	90013823	6
ENSMUSG00000057400	Ces1c	93825643	93857911	8
ENSMUSG00000092450	Vmn1r-ps31	90033391	90033628	6
ENSMUSG00000092588	Gm20534	90033608	90033779	6
ENSMUSG00000101173	Gm29519	83135705	83136738	1
ENSMUSG00000086713	4930407G08Rik	107811129	107817918	4
ENSMUSG00000095932	Vmn1r49	90048875	90055488	6
ENSMUSG00000008932	Slc1a7	107825529	107870729	4
ENSMUSG00000099283	Mir6912	80445094	80445163	10
ENSMUSG00000003345	Csnk1g2	80458672	80476583	10
ENSMUSG00000053161	Daw1	83137473	83188295	1
ENSMUSG00000092389	Gm20483	35962720	35971259	17
ENSMUSG00000094553	Vmn1r50	90078412	90086091	6
ENSMUSG00000038838	Vars2	35966526	35978484	17
ENSMUSG00000022961	Son	91444394	91476109	16
ENSMUSG00000062818	Vmn1r51	90099578	90109246	6
ENSMUSG00000089807	Gm16298	53756322	53756741	19
ENSMUSG00000089679	Gm16299	53807785	53813559	19
ENSMUSG00000117693	Gm50272	53871798	53872199	19
ENSMUSG00000092247	Gm20426	90108423	90209799	6
ENSMUSG00000024975	Pdcd4	53880662	53918291	19
ENSMUSG00000086601	Rapgef3os1	97658289	97664842	15
ENSMUSG00000061843	Vmn1r-ps32	90123413	90132626	6
ENSMUSG00000087397	Rapgef3os2	97664430	97666594	15
ENSMUSG00000104371	Gm37513	69851228	69853495	14
ENSMUSG00000083935	Gm12294	64927878	64928367	11
ENSMUSG00000081534	Slc48a1	97676401	97690573	15
ENSMUSG00000077258	Gm26082	88652408	88652536	9
ENSMUSG00000098666	Mir6950	69929697	69929769	14
ENSMUSG00000060816	Vmn1r52	90151790	90158230	6
ENSMUSG00000034194	R3hcc1	69934756	69945033	14
ENSMUSG00000020548	1700086D15Rik	65042736	65050717	11
ENSMUSG00000110714	Gm45910	93867959	93880744	8
ENSMUSG00000118601	Gm53042	65050785	65062050	11
ENSMUSG00000082857	Gm12293	65060670	65061259	11
ENSMUSG00000062546	V1ra8	90179768	90182848	6
ENSMUSG00000020542	Myocd	65067387	65160815	11
ENSMUSG00000056973	Ces1d	93892696	93924466	8
ENSMUSG00000057697	Vmn1r53	90200299	90201420	6
ENSMUSG00000028600	Podn	107871988	107953642	4
ENSMUSG00000092552	Gm4287	90212671	90213255	6
ENSMUSG00000099754	Vmn1r-ps34	90219254	90220196	6
ENSMUSG00000114470	Gm49395	115171809	115238457	13
ENSMUSG00000022475	Hdac7	97690545	97742383	15
ENSMUSG00000047203	Vmn1r54	90223282	90248195	6
ENSMUSG00000108119	Gm43891	90273204	90276315	6
ENSMUSG00000049694	BC048671	90278201	90282431	6
ENSMUSG00000042275	Pelo	115224891	115226722	13
ENSMUSG00000101896	Gm6244	83189765	83190605	1
ENSMUSG00000106961	Gm43128	35170402	35172022	2
ENSMUSG00000088149	Gm24716	56490238	56490341	13
ENSMUSG00000087610	Gm16253	96484300	96487979	3
ENSMUSG00000026163	Sphkap	83231860	83385921	1
ENSMUSG00000026880	Stom	35203998	35226988	2
ENSMUSG00000114255	Gm10734	115226037	115227523	13
ENSMUSG00000088332	Gm22847	34687993	34688106	5
ENSMUSG00000028104	Polr3gl	96485188	96501497	3
ENSMUSG00000114872	Gm18759	115300144	115301356	13
ENSMUSG00000114471	Gm47891	115418737	115419211	13
ENSMUSG00000070101	Mir341	109577934	109578029	12
ENSMUSG00000080406	Mir1188	109578256	109578375	12
ENSMUSG00000114551	Gm6035	115665092	115666308	13
ENSMUSG00000065433	Mir370	109584692	109584770	12
ENSMUSG00000114847	Gm47892	115855840	115856035	13
ENSMUSG00000077459	Gm25919	67480493	67480624	3
ENSMUSG00000114324	Gm18135	115907472	115908004	13
ENSMUSG00000088111	Gm24064	26605914	26606019	1
ENSMUSG00000114956	Gm47893	116232571	116232836	13
ENSMUSG00000118882	AC157794.1	70647506	70647650	1
ENSMUSG00000061669	Rpl34-ps2	116290317	116290670	13
ENSMUSG00000064693	Gm24150	79103681	79103784	3
ENSMUSG00000056643	Chst13	90285331	90302167	6
ENSMUSG00000077506	Scarna9	15237560	15237629	9
ENSMUSG00000089534	Gm25166	17590225	17590335	1
ENSMUSG00000087812	Gm25115	86645958	86646097	14
ENSMUSG00000042258	Isl1	116434817	116446225	13
ENSMUSG00000077332	Gm23014	83813919	83814048	6
ENSMUSG00000119256	AC108909.1	115859437	115859568	3
ENSMUSG00000101166	Gm28496	43896150	43912144	7
ENSMUSG00000034190	Chmp7	69954449	69969990	14
ENSMUSG00000119917	AL833788.2	49494690	49494796	X
ENSMUSG00000119431	AL833788.1	49510325	49510436	X
ENSMUSG00000119333	AL671848.1	50331279	50331420	X
ENSMUSG00000102657	Gm37899	109635303	109644019	12
ENSMUSG00000034456	Uroc1	90310266	90341533	6
ENSMUSG00000003344	Btbd2	80478451	80492905	10
ENSMUSG00000098202	B830012L14Rik	109642711	109680989	12
ENSMUSG00000084957	Bbip1	53918292	53933058	19
ENSMUSG00000088293	Gm26411	118286853	118286959	5
ENSMUSG00000064948	Gm23241	128135288	128135391	10
ENSMUSG00000119191	AC166165.1	41092041	41092172	10
ENSMUSG00000065265	Gm23455	15227785	15227884	9
ENSMUSG00000064764	Gm23517	85235264	85235455	15
ENSMUSG00000012777	Acp4	43901572	43906802	7
ENSMUSG00000118974	mmu-mir-12197	21878871	21878927	5
ENSMUSG00000064453	Snord21	108052421	108052514	5
ENSMUSG00000077881	Mir882	109648631	109648707	12
ENSMUSG00000110496	Gm45909	93916956	93917986	8
ENSMUSG00000089507	Gm23477	70136080	70136207	3
ENSMUSG00000118813	AC116739.1	46543651	46543757	17
ENSMUSG00000061959	Ces1e	93927846	93956247	8
ENSMUSG00000088696	Gm22333	24643484	24643584	5
ENSMUSG00000065329	Gm22054	24041191	24041319	5
ENSMUSG00000118905	AC117663.3	24057208	24057278	5
ENSMUSG00000089460	Gm23699	115617969	115618103	11
ENSMUSG00000065498	Mir379	109675494	109675559	12
ENSMUSG00000065477	Mir411	109676609	109676690	12
ENSMUSG00000106653	Mir299a	109677072	109677134	12
ENSMUSG00000093291	Mir299b	109677079	109677127	12
ENSMUSG00000104582	Mir380	109678237	109678297	12
ENSMUSG00000080687	Mir1197	109678751	109678870	12
ENSMUSG00000065617	Mir323	109678942	109679027	12
ENSMUSG00000076459	Mir758	109679244	109679324	12
ENSMUSG00000065577	Mir329	109679915	109680011	12
ENSMUSG00000070141	Mir494	109681752	109681836	12
ENSMUSG00000076145	Mir679	109682011	109682084	12
ENSMUSG00000080411	Mir1193	109682105	109682225	12
ENSMUSG00000076272	Mir666	109683519	109683617	12
ENSMUSG00000076241	Mir543	109683692	109683767	12
ENSMUSG00000070105	Mir495	109685188	109685250	12
ENSMUSG00000076396	Mir667	109686440	109686531	12
ENSMUSG00000076006	Mir376c	109689152	109689237	12
ENSMUSG00000077980	Mir654	109689652	109689735	12
ENSMUSG00000105853	Mir376b	109689892	109689973	12
ENSMUSG00000119892	AL590994.4	101536566	101536756	11
ENSMUSG00000105178	Mir376a	109690215	109690282	12
ENSMUSG00000098807	Mir300	109690747	109690825	12
ENSMUSG00000098838	Mir381	109693256	109693330	12
ENSMUSG00000076219	Mir487b	109693767	109693848	12
ENSMUSG00000114316	Gm17740	69998620	70000987	14
ENSMUSG00000076063	Mir539	109694563	109694636	12
ENSMUSG00000049097	Ankrd34a	96503952	96507091	3
ENSMUSG00000077001	Mir544	109695759	109695836	12
ENSMUSG00000022074	Tnfrsf10b	70004921	70021860	14
ENSMUSG00000097391	Mirg	109696198	109715894	12
ENSMUSG00000024976	Shoc2	53932737	54021564	19
ENSMUSG00000049288	Lix1l	96508465	96533487	3
ENSMUSG00000075391	Glo1-ps	35230421	35230975	2
ENSMUSG00000087376	Gm15517	43910871	43911315	7
ENSMUSG00000026882	4930568D16Rik	35244230	35257741	2
ENSMUSG00000088164	Gm23534	137294889	137294992	1
ENSMUSG00000028603	Scp2	107901036	108002195	4
ENSMUSG00000108705	Gm18905	43917213	43918140	7
ENSMUSG00000079140	Gm6374	83292234	83293021	1
ENSMUSG00000108343	Gm18307	43930874	43931822	7
ENSMUSG00000108512	Gm7238	43949339	43950311	7
ENSMUSG00000104374	Gm37517	83309019	83310307	1
ENSMUSG00000022960	Donson	91473696	91485658	16
ENSMUSG00000004473	Clec11a	43952111	43956326	7
ENSMUSG00000104219	Gm37989	83404317	83405119	1
ENSMUSG00000100580	4933436I20Rik	83637271	83889365	1
ENSMUSG00000079421	4930402F06Rik	35265574	35287187	2
ENSMUSG00000045327	6330549D23Rik	96513975	96537136	3
ENSMUSG00000114889	Gm29764	116467262	116468064	13
ENSMUSG00000114451	Gm47912	116497734	116498230	13
ENSMUSG00000114731	Gm47914	116694847	116814241	13
ENSMUSG00000022075	Rhobtb2	70022439	70043085	14
ENSMUSG00000114347	Gm47913	116787984	116800127	13
ENSMUSG00000083435	Gm15824	64347376	64348330	5
ENSMUSG00000045658	Pid1	84014017	84341901	1
ENSMUSG00000104947	Gm43721	64391273	64393585	5
ENSMUSG00000081143	Gm15823	64409899	64410568	5
ENSMUSG00000038374	Rbm8a	96537249	96541107	3
ENSMUSG00000020190	Mknk2	80501161	80513946	10
ENSMUSG00000114290	4930435F18Rik	116938631	116974714	13
ENSMUSG00000083100	Gm6044	64477599	64478097	5
ENSMUSG00000085162	Gm12295	65168480	65256624	11
ENSMUSG00000032294	Pkm	59563651	59586658	9
ENSMUSG00000117704	Gm50273	53948786	53951200	19
ENSMUSG00000021725	Parp8	116991356	117162073	13
ENSMUSG00000117981	4930484I04Rik	53964893	53989873	19
ENSMUSG00000105730	Gm43838	64517857	64520974	5
ENSMUSG00000105443	Gm43837	64540797	64543548	5
ENSMUSG00000038738	Shank1	43959677	44009996	7
ENSMUSG00000033717	Adra2a	54032582	54037413	19
ENSMUSG00000105105	Gm31363	64591298	64630931	5
ENSMUSG00000088995	Gm22764	112203389	112203480	14
ENSMUSG00000100911	1700027F09Rik	64612156	64625286	5
ENSMUSG00000033352	Map2k4	65579069	65679123	11
ENSMUSG00000035778	Ggta1	35290191	35353243	2
ENSMUSG00000105251	4930526M16Rik	64625400	64626353	5
ENSMUSG00000117921	Gm50186	54072990	54075089	19
ENSMUSG00000105352	C030018K13Rik	64634351	64641310	5
ENSMUSG00000118324	Gm50187	54186822	54189885	19
ENSMUSG00000117755	Gm50188	54433411	54433635	19
ENSMUSG00000034430	Zxdc	90346474	90380472	6
ENSMUSG00000110659	Gm45727	93965281	93977803	8
ENSMUSG00000118207	Gm50191	54912237	54925156	19
ENSMUSG00000102750	Gm37058	84110588	84112231	1
ENSMUSG00000106566	Gm43836	64715526	64715906	5
ENSMUSG00000024978	Gpam	55055700	55115670	19
ENSMUSG00000101934	Gm18304	84145909	84146454	1
ENSMUSG00000104961	Gm43835	64721114	64721262	5
ENSMUSG00000031725	Ces1f	93982864	94006375	8
ENSMUSG00000104806	Gm42566	64721520	64722162	5
ENSMUSG00000098851	Mir6353	84196570	84196682	1
ENSMUSG00000105402	Gm3716	64751200	64768043	5
ENSMUSG00000036766	Dner	84347560	84673942	1
ENSMUSG00000105183	Gm42564	64792704	64794731	5
